alert_id,transaction_id,alert_timestamp,alert_type,risk_score,alert_status,analyst_notes,resolution_timestamp,confirmed_fraud
07e555ae-8b55-4abe-8caf-bfffb750cf5b,2e34b1d3-83f7-47bd-9998-35cc888d8883,2022-05-13T12:11:16.824Z,VELOCITY_CHECK,0.986,CONFIRMED_FRAUD,Rapid charge sequence flagged for review,2022-05-14T13:11:16.824Z,1
68fcd6b4-385f-4468-ae80-b30589115c31,81618616-81fd-44be-be12-bd9f297b10ee,2023-06-12T19:37:23.391Z,GEO_ANOMALY,0.901,INVESTIGATING,Cross-border activity outside normal travel pattern,,1
5cf256c7-f014-41f3-8a40-8416af530b8f,31be7676-c36c-4d4e-9397-5d92219cd43c,2024-02-23T23:05:57.345Z,BEHAVIORAL_ANOMALY,0.685,NEW,Customer behavioral profile deviation,,1
a10e6074-42b0-46ae-92f8-80fa2662b241,3f14f2f1-a674-41d2-8472-2ecace2cda8a,2022-05-16T11:09:56.703Z,BEHAVIORAL_ANOMALY,0.625,FALSE_POSITIVE,Out-of-pattern late-night activity,2022-05-19T10:09:56.703Z,0
e0b20f94-bf45-4ae7-bafb-fb60f53bd424,c42c4aa6-fbe7-4bff-b30a-46a5cef2d1f1,2021-02-17T07:02:12.182Z,GEO_ANOMALY,0.731,INVESTIGATING,Location does not match cardholder home country,,1
97035ffd-e4c9-4ed4-98a4-d73fa1c11a04,c4fda502-228b-4196-9f99-fd92dd8d766e,2024-04-06T03:24:53.252Z,ML_MODEL_FLAG,0.732,INVESTIGATING,Card tested at multiple merchants,,1
6ef422f4-bbb8-4ae4-8133-f6ce05664dd5,d6122106-5d14-4921-a9f0-6fd312d4ff5e,2024-02-03T19:39:59.799Z,VELOCITY_CHECK,0.958,CONFIRMED_FRAUD,Burst pattern detected: 7+ tx in 2 hours,2024-02-04T00:39:59.799Z,1
7093af06-fc4b-48e1-8064-00a0e95a4702,601a0fd2-e626-4b86-95d9-75dd76583286,2022-06-23T00:44:38.994Z,VELOCITY_CHECK,0.774,CONFIRMED_FRAUD,Rapid charge sequence flagged for review,2022-06-23T06:44:38.994Z,1
20a96ea4-ecd0-49e0-a109-068f5c5d0ea7,04136f08-b64d-460b-87c4-8f73676f4c57,2024-05-22T12:27:18.630Z,GEO_ANOMALY,0.974,CONFIRMED_FRAUD,Cross-border activity outside normal travel pattern,2024-05-24T07:27:18.630Z,1
040201c0-0bb1-449e-8100-fec18832234c,295840b0-7f25-43ff-9753-a7a6ff12f985,2024-04-10T00:07:03.709Z,ML_MODEL_FLAG,0.914,INVESTIGATING,Bust-out pattern detected by ML classifier,,1
e07b392d-23eb-4651-a2be-738d1197b428,ba9bd310-334c-488e-b67a-81318ea9df6a,2021-05-25T07:59:09.322Z,GEO_ANOMALY,0.834,INVESTIGATING,Cross-border activity outside normal travel pattern,,1
2380cfc0-12cf-45b4-83b8-b9936728dfb2,86c8d2aa-9c3b-4ed3-ab62-22b31c62161a,2024-06-24T08:50:49.275Z,AMOUNT_ANOMALY,0.749,INVESTIGATING,Unusually high spend on category,,1
8fccd056-98e9-4ff4-badd-d88d17d37eae,ff3713f7-b3b5-4347-af13-f5393e94084e,2021-06-15T02:26:17.498Z,BEHAVIORAL_ANOMALY,0.176,FALSE_POSITIVE,Out-of-pattern late-night activity,2021-06-15T18:26:17.498Z,0
482deb22-c081-4453-b0ac-d3fa32d6326d,fa03a49e-8daf-45ca-95a9-daffb169b3ef,2022-05-20T02:03:20.044Z,AMOUNT_ANOMALY,0.985,RESOLVED,Amount > 5x median for this customer,2022-05-21T17:03:20.044Z,1
a2ea2c38-4463-47be-b327-b49f1fb1667e,5002be89-1fbc-441a-a4b9-c08c870de8ee,2021-11-05T10:18:39.419Z,AMOUNT_ANOMALY,0.799,INVESTIGATING,Amount > 5x median for this customer,,1
1ee5f28a-2b02-4e09-bb12-f0394b5dd75f,bb04c33f-1b9e-4e00-ac51-69f114d9b41d,2024-05-14T19:16:13.474Z,BEHAVIORAL_ANOMALY,0.734,RESOLVED,Atypical purchase pattern detected,2024-05-15T01:16:13.474Z,1
f1f29df2-12bd-4fc8-a975-92bb1c19b4d7,464806e4-6835-4430-bb49-fb56b93f5449,2022-04-03T16:27:49.600Z,GEO_ANOMALY,0.977,CONFIRMED_FRAUD,Location does not match cardholder home country,2022-04-04T11:27:49.600Z,1
ed07503f-c16b-4ce6-9632-ea1ffb6fca8f,405640b6-1864-4689-bd9a-afe8c3755062,2021-08-26T08:26:41.377Z,GEO_ANOMALY,0.841,CONFIRMED_FRAUD,Location does not match cardholder home country,2021-08-27T08:26:41.377Z,1
1d096953-7955-4d05-89eb-2a32b4df8fc5,ed467907-d393-488a-84ba-c22f4d36d4be,2024-06-07T05:09:54.439Z,GEO_ANOMALY,0.949,RESOLVED,IP geo mismatched merchant location,2024-06-08T14:09:54.439Z,1
475d3df7-0c57-4948-9dc6-a4b2479046b1,f0198fcb-9d71-4c48-97da-ac46555348aa,2022-03-13T21:07:13.607Z,GEO_ANOMALY,0.724,RESOLVED,Foreign country transaction with no travel history,2022-03-16T18:07:13.607Z,1
b70fa5ec-7214-4af3-9656-2eba87473dad,e040f2a1-0afb-4f45-be9d-e7443c2cc78f,2023-12-03T03:13:57.620Z,VELOCITY_CHECK,0.564,RESOLVED,High transaction frequency anomaly,2023-12-05T11:13:57.620Z,0
888bd565-3aef-484d-a4aa-da6823f20305,c46e21d4-ba39-4c08-81b8-4b33d52530db,2024-01-15T14:50:37.232Z,BEHAVIORAL_ANOMALY,0.853,RESOLVED,Customer behavioral profile deviation,2024-01-17T19:50:37.232Z,1
b46156dd-1db5-45b3-8206-3d99a12c2540,5069b241-844e-4634-a2d0-222d67d7ca35,2022-11-28T09:01:33.760Z,VELOCITY_CHECK,0.941,CONFIRMED_FRAUD,Rapid charge sequence flagged for review,2022-11-28T14:01:33.760Z,1
300f3b3a-56dd-4504-aa54-135a72d03b62,0c48673e-f30e-4d27-85e5-acb56a139859,2024-03-16T14:11:56.596Z,GEO_ANOMALY,0.345,FALSE_POSITIVE,Foreign country transaction with no travel history,2024-03-19T01:11:56.596Z,0
c4823fa0-56ae-4d0f-aa30-65c968435a03,32e1b337-b8f3-4389-b737-357f2a85dedc,2022-05-29T02:44:05.926Z,GEO_ANOMALY,0.683,RESOLVED,Location does not match cardholder home country,2022-05-30T10:44:05.926Z,1
f5487c49-1773-4302-beba-22e0c7574986,d34c96be-1c72-4e19-b61e-f223fac511b1,2023-08-26T05:33:16.404Z,VELOCITY_CHECK,0.864,CONFIRMED_FRAUD,Rapid charge sequence flagged for review,2023-08-26T13:33:16.404Z,1
42a47498-141d-49df-8cfa-3dd5007653d1,667ba950-80ed-4f9c-8614-af0c848f1597,2024-05-03T06:10:33.662Z,AMOUNT_ANOMALY,0.94,RESOLVED,Large outlier amount flagged for review,2024-05-03T13:10:33.662Z,1
c21ce9a2-63a7-4768-a8c2-c0a108c0a1a9,193ed4ae-80d7-4092-903b-b44811e59141,2023-07-13T20:27:28.927Z,BEHAVIORAL_ANOMALY,0.663,INVESTIGATING,Deviation from established spending habits,,1
3f3256b3-633d-4cc5-b0c3-3d42e5e8f244,da49e19e-0679-4075-a9b3-1a2ce0893a71,2022-08-14T08:34:14.959Z,BEHAVIORAL_ANOMALY,0.854,INVESTIGATING,Deviation from established spending habits,,1
ee1c9d89-ed46-4276-95bb-2bbd8ba33b9b,87542f12-18ed-4caf-959a-0d94f513e43c,2021-01-31T08:52:28.971Z,GEO_ANOMALY,0.686,CONFIRMED_FRAUD,IP geo mismatched merchant location,2021-02-03T03:52:28.971Z,1
6ceb81e3-8d57-4044-8c15-79426430f5aa,b5303d04-b4ac-48e9-9653-cc9167052289,2022-10-11T06:50:35.415Z,AMOUNT_ANOMALY,0.807,CONFIRMED_FRAUD,Large outlier amount flagged for review,2022-10-11T14:50:35.415Z,1
1923eab7-4e1f-4940-b974-58c1d39d2625,70eeecfe-d330-44d6-a670-b7b7e9f3765e,2023-03-10T17:51:43.268Z,BEHAVIORAL_ANOMALY,0.708,CONFIRMED_FRAUD,Deviation from established spending habits,2023-03-11T17:51:43.268Z,1
4d31453e-3364-41ae-a7c8-9f4bf99a5fb8,1313786d-281c-4ba3-b4a6-cc542fcd744b,2024-03-01T01:18:06.609Z,VELOCITY_CHECK,0.837,NEW,High transaction frequency anomaly,,1
f34626b1-bfe4-42f4-aea1-f0e8f9d13367,8104e1a9-8123-48d0-8cd6-f2b419e60edd,2022-01-11T09:08:21.625Z,AMOUNT_ANOMALY,0.838,CONFIRMED_FRAUD,Unusually high spend on category,2022-01-12T06:08:21.625Z,1
3682bc1a-98f7-4976-a6dd-074a6feb5877,4dbc76cf-98c6-4cbe-b6ce-15b7eff15521,2021-07-28T05:24:12.559Z,GEO_ANOMALY,0.845,RESOLVED,IP geo mismatched merchant location,2021-07-31T04:24:12.559Z,1
79618569-7c50-466c-ab76-c568ea87ee33,ddcaaded-4520-498e-9b5f-c3e838f35178,2023-10-26T19:13:07.293Z,BEHAVIORAL_ANOMALY,0.961,CONFIRMED_FRAUD,Customer behavioral profile deviation,2023-10-29T01:13:07.293Z,1
7d8e4f93-ff5d-4d84-8fa5-076811bdf0c2,d5a74f45-90b1-472a-87b2-0dd60927f186,2021-08-12T08:57:38.133Z,ML_MODEL_FLAG,0.841,CONFIRMED_FRAUD,Friendly fraud signature matched,2021-08-14T20:57:38.133Z,1
a6c69186-61fa-4933-93dd-f51d5713785d,70aad036-34fc-4c28-a6db-fcab5c0188c7,2023-06-13T14:57:28.743Z,BEHAVIORAL_ANOMALY,0.975,RESOLVED,Atypical purchase pattern detected,2023-06-14T14:57:28.743Z,1
34d09d03-d957-4f10-b5c5-20f36aba0967,27de7baa-3b39-4464-9fd6-be81f15415d5,2023-10-23T04:04:22.350Z,GEO_ANOMALY,0.922,CONFIRMED_FRAUD,Foreign country transaction with no travel history,2023-10-24T17:04:22.350Z,1
9f6b17f0-1ba4-43e7-b717-76b37ff7c9ca,c083be1b-203c-4519-97d1-773993826c46,2021-04-25T02:08:25.760Z,GEO_ANOMALY,0.497,FALSE_POSITIVE,Cross-border activity outside normal travel pattern,2021-04-26T18:08:25.760Z,0
4c95765c-ad3f-48b9-8745-b126cedcb4fc,9200013e-3ad5-449c-b16e-70533a4404b2,2021-05-24T02:10:18.352Z,GEO_ANOMALY,0.97,NEW,Unusual international transaction pattern,,1
d2b71e7f-1694-49d5-a1e3-edec74c6c59d,73a5e3ae-9355-4eed-bc97-319d059793e6,2024-05-21T05:49:18.882Z,AMOUNT_ANOMALY,0.715,INVESTIGATING,High-value purchase outside typical pattern,,1
db6dc6eb-717c-45a5-a0b7-0cb3f9fccc1b,27a716fd-ea0b-4e0e-9bfa-0d09e43d217a,2024-03-22T08:27:31.283Z,ML_MODEL_FLAG,0.691,NEW,ML model: account takeover signature,,1
d3f33c65-747f-459a-a230-25e0046e0327,a2f04d82-6c9b-489d-bc81-e8094b577095,2021-02-12T03:17:04.826Z,VELOCITY_CHECK,0.823,NEW,High transaction frequency anomaly,,1
bf0cae86-18eb-45b1-89e5-084e56321e7f,a4a17b26-81be-4cd8-ad54-b19b3eeeda10,2022-08-14T06:21:04.614Z,ML_MODEL_FLAG,0.894,CONFIRMED_FRAUD,ML risk score above threshold,2022-08-15T07:21:04.614Z,1
5750f48f-aafd-417b-b48c-39dc55dbb79c,e94007e2-3652-4d79-bb97-1ab0224d4414,2024-02-19T00:07:56.119Z,GEO_ANOMALY,0.881,INVESTIGATING,Cross-border activity outside normal travel pattern,,1
936e390d-6ac9-4217-a53e-80a09a4a5d9c,1dadcacb-888b-408c-b3cf-91b5e68f4078,2022-01-06T05:05:27.330Z,VELOCITY_CHECK,0.683,CONFIRMED_FRAUD,Multiple transactions in rapid succession,2022-01-08T19:05:27.330Z,1
3e0dab87-d9dc-43b8-8c52-8872e189b3a2,0b624c51-15c1-4b22-9055-42897e5da845,2021-05-21T11:39:01.557Z,VELOCITY_CHECK,0.964,CONFIRMED_FRAUD,Rapid charge sequence flagged for review,2021-05-21T17:39:01.557Z,1
375ce92e-2eb8-4207-86c0-8110f614cee6,003a3117-d396-45c9-a8b5-45966650ce96,2022-06-14T15:22:40.602Z,BEHAVIORAL_ANOMALY,0.437,FALSE_POSITIVE,Deviation from established spending habits,2022-06-16T05:22:40.602Z,0
77eafca6-8343-469c-b815-268145bcdbcc,97a81881-cdd3-4545-b9b8-545758bb2aec,2022-11-19T10:00:22.263Z,AMOUNT_ANOMALY,0.817,NEW,Amount > 5x median for this customer,,1
f242d9ec-3377-4230-83ae-87b2edb54e6a,3fe3fbea-f9cb-42f8-9a8a-aac35ba63a2d,2021-12-26T16:44:19.314Z,GEO_ANOMALY,0.839,INVESTIGATING,IP geo mismatched merchant location,,1
7c2858e1-9fd2-46d9-8fb8-1cceae1c6b57,50119b5a-e54a-4e4c-a587-8c66f878a4ac,2024-06-30T16:01:58.673Z,BEHAVIORAL_ANOMALY,0.732,CONFIRMED_FRAUD,Deviation from established spending habits,2024-07-03T13:01:58.673Z,1
39ee072c-0f2d-41f2-b34d-8b551256f6c2,97f62b8e-6f15-40a5-b637-209b801e7ace,2023-06-11T09:08:21.237Z,GEO_ANOMALY,0.981,CONFIRMED_FRAUD,Cross-border activity outside normal travel pattern,2023-06-14T03:08:21.237Z,1
73686eac-b4ab-4952-8619-4e97be2d8e06,f099fe34-bd90-4eab-900b-f1425d397124,2022-06-19T12:57:12.751Z,BEHAVIORAL_ANOMALY,0.737,CONFIRMED_FRAUD,Out-of-pattern late-night activity,2022-06-20T06:57:12.751Z,1
5e10f592-4856-4c05-aee3-7d412c211462,2415c852-fa1b-4700-b1d2-7f74014e87da,2021-04-17T16:43:00.400Z,VELOCITY_CHECK,0.978,CONFIRMED_FRAUD,High transaction frequency anomaly,2021-04-20T13:43:00.400Z,1
34cdab13-2e63-4ca9-bff3-785ea1d19eb0,9d855449-4351-407a-bff2-8f5cc71e2823,2021-04-24T04:26:10.731Z,ML_MODEL_FLAG,0.858,NEW,Bust-out pattern detected by ML classifier,,1
8722bba8-938b-4864-9d6b-d022b72f920c,106b0e78-e04d-4da4-8a2e-62c4f832d827,2023-04-06T06:02:22.292Z,ML_MODEL_FLAG,0.675,CONFIRMED_FRAUD,ML model: account takeover signature,2023-04-06T15:02:22.292Z,1
a8c66865-1401-400a-91c7-e71337727ec3,a2707196-6d17-4164-89dc-730aef66d560,2024-06-23T09:13:43.677Z,VELOCITY_CHECK,0.918,CONFIRMED_FRAUD,Multiple transactions in rapid succession,2024-06-25T21:13:43.677Z,1
fb541738-b40a-4c30-9eaf-2da516e051c2,98b224aa-82e3-4f4f-b27f-d591efccfa4e,2023-08-07T12:39:00.934Z,BEHAVIORAL_ANOMALY,0.887,RESOLVED,Deviation from established spending habits,2023-08-08T04:39:00.934Z,1
f513db8c-e9af-4d8d-ae05-81ef4c312a49,c82cfec4-b827-4dfc-93e2-7e8c2874c0ea,2023-12-30T00:38:20.382Z,AMOUNT_ANOMALY,0.768,CONFIRMED_FRAUD,Amount > 5x median for this customer,2023-12-30T20:38:20.382Z,1
e37d8192-a3e1-40c2-875e-f82e83aba856,3932d12b-c4d4-4e17-8bd6-f64833eee56b,2024-06-14T19:49:29.834Z,ML_MODEL_FLAG,0.952,CONFIRMED_FRAUD,ML risk score above threshold,2024-06-16T11:49:29.834Z,1
f1bf9fd2-dbcf-4bd5-b38e-98e40a1578b7,b5a42deb-8330-4b7e-a9e2-5f6c46f1d103,2021-08-27T15:59:50.298Z,GEO_ANOMALY,0.387,FALSE_POSITIVE,Cross-border activity outside normal travel pattern,2021-08-28T18:59:50.298Z,0
3ff567d5-96e0-4322-848e-22a4c7aa74f3,593aa246-9123-4f4e-9a47-8313cb399dd5,2024-01-28T12:51:06.475Z,AMOUNT_ANOMALY,0.808,CONFIRMED_FRAUD,Amount > 5x median for this customer,2024-01-31T11:51:06.475Z,1
183e2105-aef8-4c3c-8e3b-fd26e00c1c39,ec2e84c9-24a9-4486-bd1f-19ff61c04439,2023-03-05T17:25:03.636Z,ML_MODEL_FLAG,0.838,RESOLVED,ML risk score above threshold,2023-03-06T15:25:03.636Z,1
8ed54d16-fd0b-443e-ad92-631e00be1afc,2056fe53-2557-4ced-8a51-a15533163499,2023-11-19T21:28:28.677Z,GEO_ANOMALY,0.745,RESOLVED,Cross-border activity outside normal travel pattern,2023-11-20T22:28:28.677Z,1
5097e7d5-0322-4fec-8e58-1bcfcc7394d6,5c72bef6-0e83-40c2-b578-84b7dccb91e0,2024-03-06T21:42:56.158Z,GEO_ANOMALY,0.862,CONFIRMED_FRAUD,Cross-border activity outside normal travel pattern,2024-03-08T00:42:56.158Z,1
b276f206-cbe9-45f5-980d-b6a13d5b3e11,9fcd47af-ad86-4214-b0a7-3c258213c554,2021-12-25T02:25:48.454Z,GEO_ANOMALY,0.385,FALSE_POSITIVE,IP geo mismatched merchant location,2021-12-25T21:25:48.454Z,0
b360ef31-2d7a-4509-a38e-60911c3047e9,97c57cc0-5a60-44dd-968a-ed1f57d6f2f4,2023-09-16T20:41:04.137Z,DEVICE_FINGERPRINT,0.985,INVESTIGATING,Device fingerprint mismatch detected,,1
c5ed7d1e-2e06-483a-97ff-41ca57e1027a,edae67d7-108f-4abc-a8f3-2aed64debbbd,2022-09-28T05:25:01.219Z,AMOUNT_ANOMALY,0.65,CONFIRMED_FRAUD,Transaction amount exceeds account historical range,2022-09-30T10:25:01.219Z,1
07228986-5483-4e37-a250-665a8e4d6452,ea949e78-8d71-46d2-8ac5-fdeb85cf5152,2023-04-21T15:07:04.224Z,VELOCITY_CHECK,0.985,CONFIRMED_FRAUD,Rapid charge sequence flagged for review,2023-04-21T19:07:04.224Z,1
babf9392-213c-45c3-bba9-5fe8bbc9a5d5,730b1a0c-9c15-4bf8-928b-3f634b83b6d0,2023-09-30T16:14:52.042Z,GEO_ANOMALY,0.562,FALSE_POSITIVE,Foreign country transaction with no travel history,2023-10-02T01:14:52.042Z,0
2a2aa785-ce6e-4599-b82e-1af2da72ef4c,96e81456-07dd-4eb5-b64d-0ca32eaa5cc2,2024-01-05T13:00:02.516Z,AMOUNT_ANOMALY,0.941,CONFIRMED_FRAUD,Amount > 5x median for this customer,2024-01-06T16:00:02.516Z,1
c09a3b90-55f0-4718-8aa9-53e0739c976b,ff3a3a22-e69c-4078-aade-f008212d5182,2022-04-21T00:54:52.838Z,AMOUNT_ANOMALY,0.759,CONFIRMED_FRAUD,Amount > 5x median for this customer,2022-04-23T15:54:52.838Z,1
589bbb3e-2931-4ce1-b11b-f37eb3059d30,24940a6e-7871-4f6b-8711-5e47efdb5015,2023-03-18T15:25:31.630Z,AMOUNT_ANOMALY,0.789,RESOLVED,High-value purchase outside typical pattern,2023-03-20T11:25:31.630Z,1
f7af86c3-03a6-4a49-9e9d-53ea268beb31,35311125-ab1f-4608-93cf-fffae08ad191,2024-03-10T17:41:14.780Z,AMOUNT_ANOMALY,0.868,CONFIRMED_FRAUD,Amount > 5x median for this customer,2024-03-12T20:41:14.780Z,1
090c2bc8-fa68-4c74-8f0b-c46c936b1be8,06930385-a157-4b5e-a467-ad1fb0d2faae,2021-03-27T00:31:14.313Z,GEO_ANOMALY,0.791,RESOLVED,IP geo mismatched merchant location,2021-03-28T09:31:14.313Z,1
00ef512b-55cd-43d5-bcd5-83029a8ebd01,b101549d-279c-4cb5-8d16-0d5cfff76351,2024-04-17T05:03:23.480Z,ML_MODEL_FLAG,0.415,FALSE_POSITIVE,Friendly fraud signature matched,2024-04-18T02:03:23.480Z,0
5f7db049-aa55-488d-b001-71d874bd8ab0,aedbd888-8d61-418a-b302-4ee4e28c299d,2024-06-03T13:45:58.066Z,GEO_ANOMALY,0.479,RESOLVED,Foreign country transaction with no travel history,2024-06-04T07:45:58.066Z,0
49ab687f-0baa-4b41-9c9d-a85dd05084a3,61bc8941-89fc-47e5-8f73-c1d239ec41e6,2022-02-11T13:40:28.781Z,BEHAVIORAL_ANOMALY,0.804,RESOLVED,Atypical purchase pattern detected,2022-02-13T16:40:28.781Z,1
2acbd3f8-5db6-4408-ba7f-2c2add3b5f12,7a9b2ff3-3d34-4aff-a529-f1b2131c10f2,2024-03-10T20:55:06.219Z,AMOUNT_ANOMALY,0.773,CONFIRMED_FRAUD,Large outlier amount flagged for review,2024-03-11T14:55:06.219Z,1
75f080de-5a95-4765-8e50-7f0130366acc,5ba93717-6ab9-487f-a0f2-70c09f0cf335,2022-05-31T03:30:38.621Z,GEO_ANOMALY,0.721,RESOLVED,Foreign country transaction with no travel history,2022-06-02T17:30:38.621Z,1
d1a01017-53dd-47df-9b6e-a9bbcb3e5bc3,976d72c3-cbf2-49ae-bd7e-a4462a9d5855,2024-07-01T11:52:40.302Z,VELOCITY_CHECK,0.754,NEW,High transaction frequency anomaly,,1
ec925417-59a1-420e-af22-0bd07119a73f,b4094ab2-e6f7-442b-a138-4928530e18e3,2022-09-29T21:40:44.193Z,DEVICE_FINGERPRINT,0.106,FALSE_POSITIVE,New device not previously seen for account,2022-09-30T23:40:44.193Z,0
0dfa89ba-5805-431d-8070-185076cdd414,a6bb8b23-58c2-4b51-9060-81d3b8088d27,2021-12-28T00:13:41.171Z,GEO_ANOMALY,0.884,RESOLVED,Unusual international transaction pattern,2021-12-29T00:13:41.171Z,1
1851e04b-f74f-40f6-9d53-736c5bd67362,1009a570-df75-414d-822b-1e96b24b2150,2022-12-16T06:02:35.416Z,ML_MODEL_FLAG,0.73,RESOLVED,ML risk score above threshold,2022-12-16T10:02:35.416Z,1
7e91b494-a416-4bbf-be20-bc15353a8396,45213fdf-1fb4-4188-bb5a-a12058b18fdb,2024-06-10T08:25:14.617Z,ML_MODEL_FLAG,0.774,INVESTIGATING,ML model: account takeover signature,,1
ede788ce-34d3-497e-bc3f-66bf64285eee,547509e2-7eb8-4a89-b808-ebfb8618cdf4,2023-07-16T15:59:27.285Z,GEO_ANOMALY,0.737,INVESTIGATING,Unusual international transaction pattern,,1
8b9af1a8-8525-459d-8ca2-c2b5b17e2c44,b5598e80-e665-4295-ba19-bccee510b09e,2024-04-28T10:22:34.041Z,VELOCITY_CHECK,0.897,INVESTIGATING,Velocity threshold exceeded for account,,1
